Produto,Unidade,UF,Ano,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Grupo,Subgrupo
GRAMOCIL,L,MT,2021,"37,50","37,50","41,25","41,25","41,25","41,25","42,26","42,68","42,68","45,66","45,66","45,00",Agrotóxico,Herbicida
GRAMOCIL,L,PR,2021,"23,30","23,30","23,95","23,30","23,30","23,30","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
GRAMOXONE,L,GO,2021,"22,00","22,00","22,00","22,00","22,00","23,00","23,00","23,00","24,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,RR,2021,"18,00","18,00","19,10","19,10","19,10","19,10","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,PR,2021,"22,67","22,67","22,06","22,06","23,57","23,57","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GLIFOSATO, NORTOX",L,GO,2022,"95,00","0,00","95,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","112,89","0,00",Agrotóxico,Herbicida
"GLIFOSATO, NORTOX",L,MG,2022,"0,00","0,00","75,00","0,00","0,00","0,00","0,00","0,00","75,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GLIFOSATO, NORTOX",L,RO,2022,"0,00","0,00","125,00","125,00","0,00","0,00","0,00","0,00","0,00","0,00","125,00","125,00",Agrotóxico,Herbicida
"GLIFOSATO, NORTOX",L,RS,2022,"50,00","79,00","73,00","73,00","73,00","79,00","77,00","77,00","62,00","62,00","62,00","44,50",Agrotóxico,Herbicida
"GLIFOSATO, NORTOX",L,SC,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","114,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GLIFOSATO, NORTOX",L,SP,2022,"0,00","0,00","95,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","52,50","0,00",Agrotóxico,Herbicida
GOAL,L,MG,2022,"0,00","0,00","174,00","0,00","0,00","142,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
GOAL,L,SP,2022,"0,00","0,00","0,00","0,00","0,00","0,00","90,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
GOAL,L,TO,2022,"0,00","0,00","0,00","0,00","90,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,GO,2022,"0,00","0,00","88,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","117,00","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,MG,2022,"0,00","0,00","174,00","0,00","174,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,PR,2022,"0,00","0,00","186,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","192,78","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,SP,2022,"0,00","0,00","141,88","0,00","0,00","0,00","0,00","0,00","0,00","235,00","123,00","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,AL,2022,"0,00","0,00","0,00","57,40","0,00","0,00","0,00","0,00","0,00","0,00","57,40","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,BA,2022,"0,00","0,00","115,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","125,00","0,00",Agrotóxico,Herbicida
"GLIFOSATO, NORTOX",L,RO,2023,"0,00","0,00","78,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","46,00","46,00",Agrotóxico,Herbicida
"GLIFOSATO, NORTOX",L,MG,2023,"0,00","0,00","75,00","0,00","0,00","0,00","0,00","0,00","27,50","0,00","0,00","0,00",Agrotóxico,Herbicida
"GLIFOSATO, NORTOX WG",KG,PR,2023,"0,00","0,00","0,00","0,00","0,00","38,00","0,00","0,00","0,00","0,00","36,90","0,00",Agrotóxico,Herbicida
GOAL,L,SP,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","126,85","0,00",Agrotóxico,Herbicida
GOAL,L,TO,2023,"0,00","0,00","132,50","0,00","121,34","120,00","120,00","118,00","115,00","113,00","107,00","106,00",Agrotóxico,Herbicida
"GOAL, BR",L,MG,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","145,00","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,SP,2023,"0,00","0,00","183,75","0,00","0,00","0,00","0,00","0,00","0,00","0,00","122,88","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,PR,2023,"0,00","0,00","170,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","182,93","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,BA,2023,"0,00","0,00","130,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,GO,2023,"0,00","0,00","142,00","142,00","0,00","0,00","0,00","0,00","0,00","0,00","138,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,MT,2023,"0,00","30,99","31,20","31,20","31,20","31,20","31,00","31,29","31,35","31,00","31,00","31,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,BA,2023,"108,00","115,00","87,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,MG,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","80,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,RS,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","22,00","0,00","0,00","0,00",Agrotóxico,Herbicida
HERBADOX,L,BA,2023,"0,00","0,00","80,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00",Agrotóxico,Herbicida
"GLIFOSATO, NORTOX WG",KG,PR,2024,"0,00","0,00","27,50","0,00","0,00","0,00","0,00","0,00","31,00","31,00","0,00","0,00",Agrotóxico,Herbicida
GOAL,L,TO,2024,"114,00","110,00","114,00","0,00","115,00","0,00","114,00","114,00","114,00","114,00","115,00","0,00",Agrotóxico,Herbicida
GOAL,L,MG,2024,"0,00","0,00","115,86","0,00","0,00","0,00","0,00","0,00","0,00","121,75","0,00","0,00",Agrotóxico,Herbicida
GOAL,L,SP,2024,"0,00","0,00","126,60","0,00","0,00","0,00","0,00","0,00","0,00","140,00","0,00","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,PR,2024,"0,00","0,00","81,53","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,SP,2024,"0,00","0,00","115,00","0,00","0,00","0,00","0,00","0,00","0,00","125,87","0,00","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,BA,2024,"0,00","0,00","92,00","0,00","0,00","0,00","0,00","0,00","0,00","88,00","0,00","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,GO,2024,"0,00","0,00","133,00","0,00","0,00","0,00","0,00","0,00","0,00","120,00","122,00","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,MA,2024,"0,00","0,00","130,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GOAL, BR",L,MG,2024,"0,00","0,00","143,00","0,00","0,00","0,00","0,00","0,00","0,00","135,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,BA,2024,"0,00","0,00","75,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,RS,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","21,50","0,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,MT,2024,"31,00","32,04","32,40","0,00","34,02","0,00","35,39","0,00","34,04","0,00","32,33","0,00",Agrotóxico,Herbicida
HERBADOX,L,BA,2024,"0,00","0,00","110,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"HERBADOX, 500 G/L, PENDIMETALINA, BASF S.A., BENTLEY, DINITROANILINA, 500 CE",L,SC,2024,"0,00","0,00","89,65","0,00","0,00","0,00","0,00","0,00","78,27","0,00","0,00","0,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,RS,2020,"860,00","860,00","860,00","853,33","853,33","853,33","853,33","817,50","817,50","817,50","817,50","817,50",Agrotóxico,Herbicida
"LACTOFEN AGP 240 EC, 240 G/L, LACTOFEM, ÉTER DIFENÍLICO, EC",L,MT,2020,"72,60","79,20","79,20","79,20","79,20","86,90","86,90","86,90","89,90","89,90","89,90","89,90",Agrotóxico,Herbicida
LIBERTY,L,MT,2020,"62,07","67,65","67,65","67,65","67,65","74,35","74,35","74,35","74,35","74,35","74,35","74,35",Agrotóxico,Herbicida
LIBERTY,L,MS,2020,"61,00","62,00","63,50","65,00","59,00","59,00","53,10","54,60","54,00","56,20","54,20","0,00",Agrotóxico,Herbicida
LIBERTY,L,GO,2020,"55,00","55,00","55,00","55,00","60,00","60,00","60,00","60,00","60,00","60,00","60,00","62,00",Agrotóxico,Herbicida
LIBERTY,L,BA,2020,"42,36","42,36","42,36","0,00","42,36","42,36","42,36","42,36","42,36","42,36","45,00","45,00",Agrotóxico,Herbicida
"MSMA, SANACHEM 720 SL",L,MT,2020,"22,75","24,20","24,20","24,20","24,20","26,50","26,50","26,50","26,50","26,50","26,50","26,50",Agrotóxico,Herbicida
"NICOSULFURON, 40 G/L, NICOSULFURON, NORTOX S.A., SRF - CA - 03, SULFONILURÉIA, NORTOX 40 SC",L,MT,2020,"67,58","73,70","73,70","73,70","73,70","81,07","81,07","81,07","81,07","81,07","81,07","81,07",Agrotóxico,Herbicida
"NICOSULFURON, 40 G/L, NICOSULFURON, NORTOX S.A., SRF - CA - 03, SULFONILURÉIA, NORTOX 40 SC",L,MS,2020,"40,00","40,00","40,00","40,00","35,00","35,00","35,00","35,00","35,00","35,00","42,00","42,00",Agrotóxico,Herbicida
ONLY,L,MS,2020,"145,00","145,00","145,00","145,00","145,00","145,00","145,00","145,00","145,00","145,00","145,00","145,00",Agrotóxico,Herbicida
PIVOT,L,MG,2020,"25,00","25,00","25,00","25,00","37,70","37,70","25,00","25,00","25,00","26,00","26,00","26,00",Agrotóxico,Herbicida
PIVOT,L,RR,2020,"35,00","35,00","35,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
POAST,L,RS,2020,"0,00","0,00","43,96","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
PODIUM,L,SP,2020,"0,00","0,00","64,35","64,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"PODIUM, S",UN,RS,2020,"0,00","0,00","55,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","60,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,BA,2021,"23,00","23,00","33,50","23,00","23,00","23,00","23,00","23,00","23,00","23,00","23,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,DF,2021,"44,00","55,00","55,00","55,00","55,00","82,50","82,00","110,00","120,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,GO,2021,"20,00","20,00","20,00","20,00","22,00","25,00","25,00","25,00","28,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,MG,2021,"20,00","21,00","30,67","21,00","21,00","22,00","22,00","22,00","22,00","22,00","22,00","23,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,MS,2021,"12,00","12,00","12,00","12,00","12,00","14,00","14,00","14,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,MT,2021,"22,90","22,90","25,18","25,18","25,18","25,18","25,79","26,89","26,89","27,87","27,87","26,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,RS,2021,"15,80","15,80","18,33","15,80","15,80","15,80","15,80","15,80","15,80","15,80","15,80","16,59",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,PI,2021,"41,73","41,73","41,73","41,73","41,73","52,00","53,31","54,28","54,68","80,00","85,76","84,56",Agrotóxico,Herbicida
"HERBADOX, 500 G/L, PENDIMETALINA, BASF S.A., BENTLEY, DINITROANILINA, 500 CE",L,SC,2021,"0,00","0,00","54,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00","73,55","0,00",Agrotóxico,Herbicida
HUSSAR,KG,RS,2021,"854,76","854,76","883,33","883,33","883,33","933,33","933,33","937,16","933,33","937,00","1.116,50","1.153,66",Agrotóxico,Herbicida
HUSSAR,KG,PR,2021,"0,00","0,00","907,07","0,00","0,00","1.000,00","0,00","0,00","0,00","0,00","1.015,00","0,00",Agrotóxico,Herbicida
KIFIX,KG,RS,2021,"900,00","900,00","900,00","900,00","900,00","900,00","900,00","900,00","900,00","900,00","900,00","910,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,SC,2021,"0,00","0,00","755,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,RS,2021,"817,50","817,50","877,62","835,25","835,25","745,50","835,25","835,25","835,25","835,25","907,75","912,50",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,MS,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.100,00","959,00","1.115,00",Agrotóxico,Herbicida
GRAMOCIL,L,PR,2022,"0,00","0,00","66,17","0,00","0,00","0,00","0,00","0,00","66,17","0,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,BA,2022,"0,00","78,00","64,00","78,00","96,29","83,00","100,00","100,00","96,80","100,00","101,00","101,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,MT,2022,"26,00","0,00","28,19","0,00","28,70","29,89","30,36","32,00","32,00","0,00","32,55","32,59",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,PI,2022,"81,18","77,87","90,46","90,46","80,00","80,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,RS,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","22,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,SP,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"GRAMOXONE, 200",L,MG,2022,"25,00","25,00","0,00","0,00","0,00","0,00","0,00","0,00","40,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"HERBADOX, 500 G/L, PENDIMETALINA, BASF S.A., BENTLEY, DINITROANILINA, 500 CE",L,SC,2022,"0,00","0,00","77,00","0,00","0,00","0,00","0,00","0,00","105,14","0,00","68,50","0,00",Agrotóxico,Herbicida
HUSSAR,KG,RS,2022,"1.392,00","1.392,00","837,50","1.050,00","933,00","933,35","933,35","1.040,00","1.040,00","1.040,00","832,00","1.030,00",Agrotóxico,Herbicida
HUSSAR,KG,PR,2022,"0,00","0,00","1.100,00","0,00","0,00","0,00","0,00","0,00","1.100,00","0,00","1.286,16","0,00",Agrotóxico,Herbicida
KIFIX,KG,RS,2022,"900,00","850,00","840,00","840,00","1.279,00","1.270,00","1.260,00","1.250,00","915,00","916,00","915,00","915,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,RS,2022,"932,00","926,50","927,33","930,00","926,50","929,00","927,50","930,00","1.215,50","1.121,00","1.120,00","1.110,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,SE,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.470,00","0,00","0,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,SC,2022,"0,00","0,00","1.050,00","0,00","0,00","0,00","0,00","0,00","990,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,MS,2022,"1.115,00","1.115,00","1.115,00","1.115,00","1.115,00","1.115,00","1.100,00","1.100,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"HERBADOX, 500 G/L, PENDIMETALINA, BASF S.A., BENTLEY, DINITROANILINA, 500 CE",L,SC,2023,"0,00","0,00","69,57","0,00","0,00","0,00","0,00","0,00","98,00","0,00","70,77","0,00",Agrotóxico,Herbicida
HUSSAR,KG,PR,2023,"0,00","0,00","921,66","0,00","0,00","1.183,00","0,00","0,00","1.012,98","0,00","1.305,29","0,00",Agrotóxico,Herbicida
HUSSAR,KG,RS,2023,"1.040,00","1.040,00","951,00","1.040,00","1.040,00","1.280,00","1.280,00","1.114,00","1.114,00","1.114,00","1.052,25","1.114,00",Agrotóxico,Herbicida
KIFIX,KG,RS,2023,"920,00","920,00","1.198,90","1.150,00","1.100,00","1.050,00","1.100,00","1.098,00","1.100,00","1.100,00","1.100,00","1.100,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,SE,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.245,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,RS,2023,"1.105,00","1.105,00","1.199,63","1.195,00","1.195,00","1.165,00","1.165,00","1.126,25","1.143,25","1.144,00","1.146,00","1.146,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,SC,2023,"0,00","0,00","1.300,00","0,00","0,00","0,00","0,00","0,00","912,50","0,00","0,00","0,00",Agrotóxico,Herbicida
LIBERTY,L,GO,2023,"120,00","120,00","122,00","122,00","122,00","60,00","65,00","65,00","66,00","66,41","66,00","67,00",Agrotóxico,Herbicida
LIBERTY,L,MT,2023,"0,00","110,34","110,34","110,34","110,43","108,22","107,50","108,30","108,30","108,30","108,30","108,30",Agrotóxico,Herbicida
LIBERTY,L,BA,2023,"103,00","105,00","100,00","100,00","94,00","94,00","85,00","90,00","89,00","92,75","59,00","64,10",Agrotóxico,Herbicida
LIBERTY,L,MS,2023,"0,00","0,00","102,57","102,60","102,60","102,60","102,60","94,00","94,00","94,00","87,00","87,00",Agrotóxico,Herbicida
"MSMA, SANACHEM 720 SL",L,SP,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","29,50","0,00","0,00","0,00",Agrotóxico,Herbicida
"MSMA, SANACHEM 720 SL",L,MT,2023,"36,69","36,69","36,69","36,69","36,69","36,69","36,69","36,99","36,99","36,79","36,69","36,69",Agrotóxico,Herbicida
"NICOSULFURON, 40 G/L, NICOSULFURON, NORTOX S.A., SRF - CA - 03, SULFONILURÉIA, NORTOX 40 SC",L,RS,2023,"72,00","72,00","72,00","72,00","72,00","72,00","72,00","72,00","70,00","70,00","70,00","97,06",Agrotóxico,Herbicida
"NICOSULFURON, 40 G/L, NICOSULFURON, NORTOX S.A., SRF - CA - 03, SULFONILURÉIA, NORTOX 40 SC",L,MT,2023,"110,09","110,70","110,70","110,95","110,99","107,65","107,65","107,65","107,10","107,40","107,65","105,99",Agrotóxico,Herbicida
HUSSAR,KG,PR,2024,"0,00","0,00","1.145,41","0,00","0,00","0,00","0,00","0,00","1.053,00","1.053,00","0,00","0,00",Agrotóxico,Herbicida
HUSSAR,KG,RS,2024,"1.162,00","1.162,00","1.403,88","0,00","987,00","0,00","1.263,44","0,00","1.733,33","1.366,67","1.700,00","0,00",Agrotóxico,Herbicida
KIFIX,KG,RS,2024,"1.100,00","660,00","655,00","0,00","650,00","0,00","907,00","0,00","710,00","0,00","710,00","0,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,SE,2024,"0,00","0,00","1.220,00","0,00","0,00","0,00","0,00","0,00","1.100,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,RS,2024,"1.150,33","660,00","670,00","0,00","670,00","0,00","905,67","0,00","799,62","0,00","775,00","0,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,SC,2024,"0,00","0,00","945,00","0,00","0,00","0,00","0,00","0,00","775,00","0,00","0,00","0,00",Agrotóxico,Herbicida
LIBERTY,L,BA,2024,"59,50","57,00","62,00","61,00","62,00","0,00","68,00","0,00","49,00","0,00","52,00","0,00",Agrotóxico,Herbicida
LIBERTY,L,MS,2024,"87,00","87,00","93,50","0,00","94,00","0,00","90,00","0,00","32,00","0,00","35,00","0,00",Agrotóxico,Herbicida
LIBERTY,L,MT,2024,"108,30","108,00","106,29","0,00","102,88","0,00","105,67","0,00","98,27","0,00","94,37","0,00",Agrotóxico,Herbicida
LIBERTY,L,GO,2024,"67,00","67,00","67,00","0,00","68,00","0,00","72,00","0,00","70,00","0,00","70,00","0,00",Agrotóxico,Herbicida
"MSMA, SANACHEM 720 SL",L,MT,2024,"35,99","35,00","36,22","0,00","35,76","0,00","34,47","0,00","31,11","0,00","30,47","0,00",Agrotóxico,Herbicida
"MSMA, SANACHEM 720 SL",L,SP,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","26,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"NICOSULFURON, 40 G/L, NICOSULFURON, NORTOX S.A., SRF - CA - 03, SULFONILURÉIA, NORTOX 40 SC",L,RS,2024,"95,00","95,00","95,00","0,00","95,00","0,00","105,00","0,00","105,00","0,00","105,00","0,00",Agrotóxico,Herbicida
"NICOSULFURON, 40 G/L, NICOSULFURON, NORTOX S.A., SRF - CA - 03, SULFONILURÉIA, NORTOX 40 SC",L,MT,2024,"102,12","102,88","99,22","0,00","100,02","0,00","102,50","0,00","96,18","0,00","90,41","0,00",Agrotóxico,Herbicida
"NOMINEE, 400 G/L, BISPIRIBAQUE-SÓDICO, IHARABRAS S.A. INDÚSTRIAS QUÍMICAS, TDAX, ÁCIDO PIRIMIDINILOXIBENZÓICO, 400 SC",L,MA,2024,"0,00","0,00","1.200,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"PODIUM, S",L,MT,2020,"41,00","45,10","45,10","45,10","45,10","49,50","49,50","49,50","49,50","49,50","49,50","49,50",Agrotóxico,Herbicida
"PREMERLIN 600 EC, TRIFLURALINA, MILENIA AGRO CIÊNCIAS S.A., LANCER",L,MT,2020,"32,96","35,20","35,20","35,20","35,20","38,50","38,50","38,50","38,50","38,50","38,50","38,50",Agrotóxico,Herbicida
"PREMERLIN 600 EC, TRIFLURALINA, MILENIA AGRO CIÊNCIAS S.A., LANCER",L,GO,2020,"35,00","35,00","35,00","34,00","37,00","37,00","37,00","37,00","40,00","40,00","40,00","40,00",Agrotóxico,Herbicida
"PREMERLIN 600 EC, TRIFLURALINA, MILENIA AGRO CIÊNCIAS S.A., LANCER",L,SP,2020,"0,00","0,00","39,00","39,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"PRIMATOP, SC",L,RS,2020,"17,18","17,18","17,18","17,50","17,50","18,35","18,35","18,35","18,35","18,35","18,25","18,25",Agrotóxico,Herbicida
"PRIMATOP, SC",L,SC,2020,"0,00","0,00","16,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
PRIMÓLEO,L,SC,2020,"16,75","16,60","16,60","14,41","14,41","16,20","16,20","15,85","15,85","16,00","16,00","16,00",Agrotóxico,Herbicida
PRIMÓLEO,L,PR,2020,"16,41","16,41","16,50","16,01","15,39","15,39","15,42","15,98","15,46","15,46","16,52","17,67",Agrotóxico,Herbicida
REGLONE,L,SP,2020,"22,27","20,50","20,50","0,00","24,60","22,00","21,84","24,60","20,72","20,72","24,60","24,60",Agrotóxico,Herbicida
REGLONE,L,TO,2020,"28,00","25,50","26,30","22,00","23,00","23,00","23,50","0,00","24,00","24,50","26,70","28,80",Agrotóxico,Herbicida
REGLONE,L,MT,2020,"25,40","27,50","27,50","27,50","27,50","29,70","29,70","29,70","29,70","28,85","28,85","28,85",Agrotóxico,Herbicida
REGLONE,L,PR,2020,"24,30","24,30","24,30","24,30","24,30","24,77","24,77","21,50","21,50","21,50","34,75","35,00",Agrotóxico,Herbicida
RICER,L,RS,2020,"575,00","575,00","575,00","575,00","575,00","575,00","575,00","575,00","575,00","575,00","575,00","575,00",Agrotóxico,Herbicida
"RONSTAR, 250 BR",L,SC,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","129,00","0,00",Agrotóxico,Herbicida
"RONSTAR, 250 BR",L,GO,2020,"140,00","140,00","140,00","140,00","145,00","145,00","145,00","145,00","148,00","148,00","148,00","150,00",Agrotóxico,Herbicida
"KIFIX, 525 + 175 G/KG, IMAZAPIR + IMAZAPIQUE, BAYER CROPSCIENCE LTDA, 5320, IMIDAZOLINONA, GRANULADO",KG,AL,2021,"0,00","0,00","1.050,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
"LACTOFEN AGP 240 EC, 240 G/L, LACTOFEM, ÉTER DIFENÍLICO, EC",L,MT,2021,"89,90","89,90","98,80","98,80","98,80","98,80","100,50","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Herbicida
LIBERTY,L,BA,2021,"45,00","45,00","45,00","45,00","45,00","45,00","45,00","46,40","46,40","46,40","46,40","60,23",Agrotóxico,Herbicida
LIBERTY,L,MT,2021,"74,35","74,35","81,78","81,78","81,78","81,78","83,47","84,26","84,26","90,30","90,30","86,66",Agrotóxico,Herbicida
LIBERTY,L,MS,2021,"53,56","54,10","49,64","49,50","49,50","50,30","51,56","52,59","52,79","55,39","55,50","55,00",Agrotóxico,Herbicida
LIBERTY,L,GO,2021,"62,00","62,00","62,00","62,00","63,00","70,00","70,00","70,00","77,00","90,00","90,00","90,00",Agrotóxico,Herbicida
